seq_id	position	gene_name	gene_position	treatment	replicate	gene_product
G_contig000088	526.0	-/fecI_15	intergenic_(-/+37)	0	4	-/putative_RNA_polymerase_sigma_factor_FecI
G_contig000088	326.0	-/fecI_15	intergenic_(-/+237)	2	2	-/putative_RNA_polymerase_sigma_factor_FecI
G_contig000083	82363.0	sstT	956	0	1	Serine/threonine_transporter_SstT
G_contig000083	83315.0	sstT	4	2	4	Serine/threonine_transporter_SstT
G_contig000001	150710.0	hemE/gltD_1	intergenic_(-174/+65)	0	5	Uroporphyrinogen_decarboxylase/Glutamate_synthase_[NADPH]_small_chain
G_contig000001	150711.0	hemE/gltD_1	intergenic_(-175/+64)	0	5	Uroporphyrinogen_decarboxylase/Glutamate_synthase_[NADPH]_small_chain
G_contig000001	150713.0	hemE/gltD_1	intergenic_(-177/+62)	0	5	Uroporphyrinogen_decarboxylase/Glutamate_synthase_[NADPH]_small_chain
G_contig000001	150714.0	hemE/gltD_1	intergenic_(-178/+61)	0	5	Uroporphyrinogen_decarboxylase/Glutamate_synthase_[NADPH]_small_chain
G_contig000001	150717.0	hemE/gltD_1	intergenic_(-181/+58)	0	5	Uroporphyrinogen_decarboxylase/Glutamate_synthase_[NADPH]_small_chain
G_contig000001	150720.0	hemE/gltD_1	intergenic_(-184/+55)	0	5	Uroporphyrinogen_decarboxylase/Glutamate_synthase_[NADPH]_small_chain
G_contig000001	150733.0	hemE/gltD_1	intergenic_(-197/+42)	0	5	Uroporphyrinogen_decarboxylase/Glutamate_synthase_[NADPH]_small_chain
G_contig000015	76.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000015	83.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000015	86.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000015	94.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000015	97.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000015	102.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000023	457.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000029	46.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000029	55.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000029	73.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000029	76.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000046	355.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000046	493.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000079	121.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000079	134.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000079	145.0	-/-	intergenic_(-/-)	0	1	-/-
G_contig000023	28.0	-/-	intergenic_(-/-)	0	2	-/-
G_contig000023	592.0	-/-	intergenic_(-/-)	0	2	-/-
G_contig000023	598.0	-/-	intergenic_(-/-)	0	2	-/-
G_contig000023	600.0	-/-	intergenic_(-/-)	0	2	-/-
G_contig000023	606.0	-/-	intergenic_(-/-)	0	2	-/-
G_contig000023	610.0	-/-	intergenic_(-/-)	0	2	-/-
G_contig000053	220.0	-/-	intergenic_(-/-)	0	2	-/-
G_contig000053	226.0	-/-	intergenic_(-/-)	0	2	-/-
G_contig000066	10.0	-/-	intergenic_(-/-)	0	2	-/-
G_contig000066	397.0	-/-	intergenic_(-/-)	0	2	-/-
G_contig000079	70.0	-/-	intergenic_(-/-)	0	2	-/-
G_contig000079	79.0	-/-	intergenic_(-/-)	0	2	-/-
G_contig000015	477.0	-/-	intergenic_(-/-)	0	3	-/-
G_contig000046	484.0	-/-	intergenic_(-/-)	0	3	-/-
G_contig000046	494.0	-/-	intergenic_(-/-)	0	3	-/-
G_contig000053	741.0	-/-	intergenic_(-/-)	0	3	-/-
G_contig000060	103.0	-/-	intergenic_(-/-)	0	3	-/-
G_contig000060	107.0	-/-	intergenic_(-/-)	0	3	-/-
G_contig000079	163.0	-/-	intergenic_(-/-)	0	3	-/-
G_contig000079	181.0	-/-	intergenic_(-/-)	0	3	-/-
G_contig000079	220.0	-/-	intergenic_(-/-)	0	3	-/-
G_contig000079	221.0	-/-	intergenic_(-/-)	0	3	-/-
G_contig000029	124.0	-/-	intergenic_(-/-)	0	4	-/-
G_contig000035	213.0	-/-	intergenic_(-/-)	0	4	-/-
G_contig000045	29.0	-/-	intergenic_(-/-)	0	4	-/-
G_contig000045	50.0	-/-	intergenic_(-/-)	0	4	-/-
G_contig000045	53.0	-/-	intergenic_(-/-)	0	4	-/-
G_contig000045	60.0	-/-	intergenic_(-/-)	0	4	-/-
G_contig000045	65.0	-/-	intergenic_(-/-)	0	4	-/-
G_contig000045	86.0	-/-	intergenic_(-/-)	0	4	-/-
G_contig000063	55.0	-/-	intergenic_(-/-)	0	4	-/-
G_contig000063	83.0	-/-	intergenic_(-/-)	0	4	-/-
G_contig000009	243.0	-/-	intergenic_(-/-)	0	5	-/-
G_contig000022	482.0	-/-	intergenic_(-/-)	0	5	-/-
G_contig000029	10.0	-/-	intergenic_(-/-)	0	5	-/-
G_contig000053	1071.0	-/-	intergenic_(-/-)	0	5	-/-
G_contig000053	1092.0	-/-	intergenic_(-/-)	0	5	-/-
G_contig000053	1110.0	-/-	intergenic_(-/-)	0	5	-/-
G_contig000062	97.0	-/-	intergenic_(-/-)	0	5	-/-
G_contig000062	98.0	-/-	intergenic_(-/-)	0	5	-/-
G_contig000062	99.0	-/-	intergenic_(-/-)	0	5	-/-
G_contig000066	22.0	-/-	intergenic_(-/-)	0	5	-/-
G_contig000066	27.0	-/-	intergenic_(-/-)	0	5	-/-
G_contig000066	37.0	-/-	intergenic_(-/-)	0	5	-/-
G_contig000066	97.0	-/-	intergenic_(-/-)	0	5	-/-
G_contig000023	496.0	-/-	intergenic_(-/-)	1	1	-/-
G_contig000087	55.0	-/-	intergenic_(-/-)	1	1	-/-
G_contig000087	130.0	-/-	intergenic_(-/-)	1	1	-/-
G_contig000009	55.0	-/-	intergenic_(-/-)	2	1	-/-
G_contig000009	66.0	-/-	intergenic_(-/-)	2	1	-/-
G_contig000035	210.0	-/-	intergenic_(-/-)	2	2	-/-
G_contig000046	469.0	-/-	intergenic_(-/-)	2	2	-/-
G_contig000046	475.0	-/-	intergenic_(-/-)	2	2	-/-
G_contig000046	477.0	-/-	intergenic_(-/-)	2	2	-/-
G_contig000046	481.0	-/-	intergenic_(-/-)	2	2	-/-
G_contig000029	264.0	-/-	intergenic_(-/-)	2	4	-/-
G_contig000029	454.0	-/-	intergenic_(-/-)	2	4	-/-
G_contig000009	291.0	-/-	intergenic_(-/-)	2	5	-/-
G_contig000009	297.0	-/-	intergenic_(-/-)	2	5	-/-
G_contig000090	228610.0	fumA/dctB_3	intergenic_(+97/-141)	0	3	Fumarate_hydratase_class_I,_aerobic/C4-dicarboxylate_transport_sensor_protein_DctB
G_contig000090	228650.0	fumA/dctB_3	intergenic_(+137/-101)	0	3	Fumarate_hydratase_class_I,_aerobic/C4-dicarboxylate_transport_sensor_protein_DctB
G_contig000091	68003.0	mmgC_8	729	0	3	Acyl-CoA_dehydrogenase
G_contig000091	68007.0	mmgC_8	733	0	3	Acyl-CoA_dehydrogenase
G_contig000002	227936.0	G_00504/yeaD_1	intergenic_(+104/+49)	0	3	hypothetical_protein/Putative_glucose-6-phosphate_1-epimerase
G_contig000002	227877.0	G_00504/yeaD_1	intergenic_(+45/+108)	0	5	hypothetical_protein/Putative_glucose-6-phosphate_1-epimerase
G_contig000048	33189.0	G_03465/-	intergenic_(+40/-)	2	4	DNA-binding_transcriptional_repressor_RpiR/-
G_contig000048	33190.0	G_03465/-	intergenic_(+41/-)	2	4	DNA-binding_transcriptional_repressor_RpiR/-
G_contig000048	33192.0	G_03465/-	intergenic_(+43/-)	2	4	DNA-binding_transcriptional_repressor_RpiR/-
G_contig000048	33193.0	G_03465/-	intergenic_(+44/-)	2	4	DNA-binding_transcriptional_repressor_RpiR/-
G_contig000048	33239.0	G_03465/-	intergenic_(+90/-)	2	4	DNA-binding_transcriptional_repressor_RpiR/-
G_contig000048	33246.0	G_03465/-	intergenic_(+97/-)	2	4	DNA-binding_transcriptional_repressor_RpiR/-
G_contig000058	154527.0	G_03630/G_03631	intergenic_(+237/+162)	0	3	hypothetical_protein/putative_acetyltransferase
G_contig000058	154537.0	G_03630/G_03631	intergenic_(+247/+152)	0	3	hypothetical_protein/putative_acetyltransferase
G_contig000058	154540.0	G_03630/G_03631	intergenic_(+250/+149)	0	3	hypothetical_protein/putative_acetyltransferase
G_contig000058	154545.0	G_03630/G_03631	intergenic_(+255/+144)	0	3	hypothetical_protein/putative_acetyltransferase
G_contig000058	154411.0	G_03630/G_03631	intergenic_(+121/+278)	0	4	hypothetical_protein/putative_acetyltransferase
G_contig000058	154415.0	G_03630/G_03631	intergenic_(+125/+274)	0	4	hypothetical_protein/putative_acetyltransferase
G_contig000058	154432.0	G_03630/G_03631	intergenic_(+142/+257)	0	4	hypothetical_protein/putative_acetyltransferase
G_contig000058	154454.0	G_03630/G_03631	intergenic_(+164/+235)	0	4	hypothetical_protein/putative_acetyltransferase
G_contig000058	154457.0	G_03630/G_03631	intergenic_(+167/+232)	0	4	hypothetical_protein/putative_acetyltransferase
G_contig000058	154458.0	G_03630/G_03631	intergenic_(+168/+231)	0	4	hypothetical_protein/putative_acetyltransferase
G_contig000058	154464.0	G_03630/G_03631	intergenic_(+174/+225)	0	4	hypothetical_protein/putative_acetyltransferase
G_contig000084	32950.0	treY	920	0	1	Maltooligosyl_trehalose_synthase
G_contig000084	34596.0	treY	2566	0	5	Maltooligosyl_trehalose_synthase
G_contig000061	3605.0	acs/argT_4	intergenic_(+133/-556)	0	3	Acetyl-coenzyme_A_synthetase/Lysine-arginine-ornithine-binding_periplasmic_protein_precursor
G_contig000061	3613.0	acs/argT_4	intergenic_(+141/-548)	0	3	Acetyl-coenzyme_A_synthetase/Lysine-arginine-ornithine-binding_periplasmic_protein_precursor
G_contig000007	216154.0	copR	427	1	5	Transcriptional_activator_protein_CopR
G_contig000007	216397.0	copR	670	2	2	Transcriptional_activator_protein_CopR
G_contig000005	158998.0	sseA/G_00787	intergenic_(+58/+63)	0	3	3-mercaptopyruvate_sulfurtransferase/putative_hydrolase
G_contig000005	159001.0	sseA/G_00787	intergenic_(+61/+60)	0	3	3-mercaptopyruvate_sulfurtransferase/putative_hydrolase
G_contig000005	159025.0	sseA/G_00787	intergenic_(+85/+36)	0	3	3-mercaptopyruvate_sulfurtransferase/putative_hydrolase
G_contig000005	159028.0	sseA/G_00787	intergenic_(+88/+33)	0	3	3-mercaptopyruvate_sulfurtransferase/putative_hydrolase
G_contig000090	251900.0	pctC_5/ydjA	intergenic_(+372/+317)	0	3	Methyl-accepting_chemotaxis_protein_PctC/Putative_NAD(P)H_nitroreductase_YdjA
G_contig000090	251909.0	pctC_5/ydjA	intergenic_(+381/+308)	0	5	Methyl-accepting_chemotaxis_protein_PctC/Putative_NAD(P)H_nitroreductase_YdjA
G_contig000090	251912.0	pctC_5/ydjA	intergenic_(+384/+305)	0	5	Methyl-accepting_chemotaxis_protein_PctC/Putative_NAD(P)H_nitroreductase_YdjA
G_contig000090	251929.0	pctC_5/ydjA	intergenic_(+401/+288)	0	5	Methyl-accepting_chemotaxis_protein_PctC/Putative_NAD(P)H_nitroreductase_YdjA
G_contig000090	251950.0	pctC_5/ydjA	intergenic_(+422/+267)	0	5	Methyl-accepting_chemotaxis_protein_PctC/Putative_NAD(P)H_nitroreductase_YdjA
G_contig000090	251954.0	pctC_5/ydjA	intergenic_(+426/+263)	0	5	Methyl-accepting_chemotaxis_protein_PctC/Putative_NAD(P)H_nitroreductase_YdjA
G_contig000090	252043.0	pctC_5/ydjA	intergenic_(+515/+174)	1	2	Methyl-accepting_chemotaxis_protein_PctC/Putative_NAD(P)H_nitroreductase_YdjA
G_contig000090	252044.0	pctC_5/ydjA	intergenic_(+516/+173)	1	2	Methyl-accepting_chemotaxis_protein_PctC/Putative_NAD(P)H_nitroreductase_YdjA
G_contig000090	252047.0	pctC_5/ydjA	intergenic_(+519/+170)	1	2	Methyl-accepting_chemotaxis_protein_PctC/Putative_NAD(P)H_nitroreductase_YdjA
G_contig000010	349623.0	G_02024	170	0	5	hypothetical_protein
G_contig000010	349625.0	G_02024	172	0	5	hypothetical_protein
G_contig000007	295519.0	G_01327/gcvA_6	intergenic_(+49/+66)	0	3	NmrA-like_family_protein/Glycine_cleavage_system_transcriptional_activator
G_contig000007	295520.0	G_01327/gcvA_6	intergenic_(+50/+65)	0	3	NmrA-like_family_protein/Glycine_cleavage_system_transcriptional_activator
G_contig000061	55.0	-/G_03746	intergenic_(-/+793)	1	1	-/hypothetical_protein
G_contig000061	58.0	-/G_03746	intergenic_(-/+790)	1	1	-/hypothetical_protein
G_contig000090	52250.0	gntR/G_05299	intergenic_(+265/-97)	0	1	HTH-type_transcriptional_regulator_GntR/hypothetical_protein
G_contig000090	52264.0	gntR/G_05299	intergenic_(+279/-83)	0	1	HTH-type_transcriptional_regulator_GntR/hypothetical_protein
G_contig000090	52283.0	gntR/G_05299	intergenic_(+298/-64)	0	1	HTH-type_transcriptional_regulator_GntR/hypothetical_protein
G_contig000090	52288.0	gntR/G_05299	intergenic_(+303/-59)	0	1	HTH-type_transcriptional_regulator_GntR/hypothetical_protein
G_contig000092	116.0	-/cusA	intergenic_(-/+409)	0	1	-/Cation_efflux_system_protein_CusA
G_contig000092	32.0	-/cusA	intergenic_(-/+493)	0	3	-/Cation_efflux_system_protein_CusA
G_contig000092	65.0	-/cusA	intergenic_(-/+460)	0	3	-/Cation_efflux_system_protein_CusA
G_contig000092	69.0	-/cusA	intergenic_(-/+456)	0	3	-/Cation_efflux_system_protein_CusA
G_contig000092	484.0	-/cusA	intergenic_(-/+41)	0	3	-/Cation_efflux_system_protein_CusA
G_contig000092	485.0	-/cusA	intergenic_(-/+40)	0	3	-/Cation_efflux_system_protein_CusA
G_contig000091	6.0	-/nicT_3	intergenic_(-/+237)	0	2	-/Putative_metabolite_transport_protein_NicT
G_contig000091	10.0	-/nicT_3	intergenic_(-/+233)	0	2	-/Putative_metabolite_transport_protein_NicT
G_contig000014	53357.0	kinE_2	192	0	4	Sporulation_kinase_E
G_contig000014	53454.0	kinE_2	95	0	4	Sporulation_kinase_E
G_contig000077	83.0	-/G_04243	intergenic_(-/+739)	0	1	-/hypothetical_protein
G_contig000077	650.0	-/G_04243	intergenic_(-/+172)	0	1	-/hypothetical_protein
G_contig000077	659.0	-/G_04243	intergenic_(-/+163)	0	1	-/hypothetical_protein
G_contig000077	667.0	-/G_04243	intergenic_(-/+155)	0	1	-/hypothetical_protein
G_contig000077	668.0	-/G_04243	intergenic_(-/+154)	0	1	-/hypothetical_protein
G_contig000077	676.0	-/G_04243	intergenic_(-/+146)	0	1	-/hypothetical_protein
G_contig000077	66.0	-/G_04243	intergenic_(-/+756)	0	2	-/hypothetical_protein
G_contig000077	67.0	-/G_04243	intergenic_(-/+755)	0	2	-/hypothetical_protein
G_contig000077	278.0	-/G_04243	intergenic_(-/+544)	0	2	-/hypothetical_protein
G_contig000077	326.0	-/G_04243	intergenic_(-/+496)	0	3	-/hypothetical_protein
G_contig000077	341.0	-/G_04243	intergenic_(-/+481)	0	3	-/hypothetical_protein
G_contig000077	342.0	-/G_04243	intergenic_(-/+480)	0	3	-/hypothetical_protein
G_contig000077	398.0	-/G_04243	intergenic_(-/+424)	0	3	-/hypothetical_protein
G_contig000077	434.0	-/G_04243	intergenic_(-/+388)	0	4	-/hypothetical_protein
G_contig000077	464.0	-/G_04243	intergenic_(-/+358)	2	3	-/hypothetical_protein
G_contig000077	469.0	-/G_04243	intergenic_(-/+353)	2	3	-/hypothetical_protein
G_contig000077	689.0	-/G_04243	intergenic_(-/+133)	2	5	-/hypothetical_protein
G_contig000012	55.0	-/G_02246	intergenic_(-/+349)	0	2	-/hypothetical_protein
G_contig000012	58.0	-/G_02246	intergenic_(-/+346)	0	2	-/hypothetical_protein
G_contig000012	59.0	-/G_02246	intergenic_(-/+345)	0	2	-/hypothetical_protein
G_contig000012	78.0	-/G_02246	intergenic_(-/+326)	0	2	-/hypothetical_protein
G_contig000012	79.0	-/G_02246	intergenic_(-/+325)	0	2	-/hypothetical_protein
G_contig000012	81.0	-/G_02246	intergenic_(-/+323)	0	2	-/hypothetical_protein
G_contig000012	96.0	-/G_02246	intergenic_(-/+308)	0	2	-/hypothetical_protein
G_contig000002	83996.0	dgoT/dgoD	intergenic_(-141/+21)	0	5	D-galactonate_transporter/D-galactonate_dehydratase
G_contig000002	83999.0	dgoT/dgoD	intergenic_(-144/+18)	0	5	D-galactonate_transporter/D-galactonate_dehydratase
G_contig000016	141108.0	G_02667/lnt	intergenic_(+56/+85)	0	3	hypothetical_protein/Apolipoprotein_N-acyltransferase
G_contig000016	141109.0	G_02667/lnt	intergenic_(+57/+84)	0	3	hypothetical_protein/Apolipoprotein_N-acyltransferase
G_contig000016	141141.0	G_02667/lnt	intergenic_(+89/+52)	0	3	hypothetical_protein/Apolipoprotein_N-acyltransferase
G_contig000092	50369.0	grsB	5839	0	1	Gramicidin_S_synthase_2
G_contig000092	50826.0	grsB	5382	0	4	Gramicidin_S_synthase_2
G_contig000092	54308.0	grsB	1900	0	4	Gramicidin_S_synthase_2
G_contig000049	46669.0	fhaB_1	4057	0	4	Filamentous_hemagglutinin
G_contig000049	42952.0	fhaB_1	340	2	4	Filamentous_hemagglutinin
G_contig000049	42969.0	fhaB_1	357	2	4	Filamentous_hemagglutinin
G_contig000049	42970.0	fhaB_1	358	2	4	Filamentous_hemagglutinin
G_contig000075	100665.0	nrdB_1	60	0	5	Ribonucleoside-diphosphate_reductase_subunit_beta
G_contig000075	100668.0	nrdB_1	57	0	5	Ribonucleoside-diphosphate_reductase_subunit_beta
G_contig000008	55111.0	frc_2/-	intergenic_(+414/-)	0	5	Formyl-coenzyme_A_transferase/-
G_contig000008	55112.0	frc_2/-	intergenic_(+415/-)	0	5	Formyl-coenzyme_A_transferase/-
G_contig000008	54932.0	frc_2/-	intergenic_(+235/-)	1	5	Formyl-coenzyme_A_transferase/-
G_contig000008	54936.0	frc_2/-	intergenic_(+239/-)	1	5	Formyl-coenzyme_A_transferase/-
G_contig000008	54948.0	frc_2/-	intergenic_(+251/-)	1	5	Formyl-coenzyme_A_transferase/-
G_contig000008	54960.0	frc_2/-	intergenic_(+263/-)	2	4	Formyl-coenzyme_A_transferase/-
G_contig000018	103.0	-/yafP	intergenic_(-/-416)	0	2	-/putative_N-acetyltransferase_YafP
G_contig000018	105.0	-/yafP	intergenic_(-/-414)	0	2	-/putative_N-acetyltransferase_YafP
G_contig000018	109.0	-/yafP	intergenic_(-/-410)	0	2	-/putative_N-acetyltransferase_YafP
G_contig000075	22750.0	G_04169/soxC_4	intergenic_(+163/+290)	0	1	Sulfite_exporter_TauE/SafE/Dibenzothiophene_desulfurization_enzyme_C
G_contig000075	22927.0	G_04169/soxC_4	intergenic_(+340/+113)	0	1	Sulfite_exporter_TauE/SafE/Dibenzothiophene_desulfurization_enzyme_C
G_contig000075	22933.0	G_04169/soxC_4	intergenic_(+346/+107)	0	1	Sulfite_exporter_TauE/SafE/Dibenzothiophene_desulfurization_enzyme_C
G_contig000075	22889.0	G_04169/soxC_4	intergenic_(+302/+151)	0	3	Sulfite_exporter_TauE/SafE/Dibenzothiophene_desulfurization_enzyme_C
G_contig000075	22945.0	G_04169/soxC_4	intergenic_(+358/+95)	0	3	Sulfite_exporter_TauE/SafE/Dibenzothiophene_desulfurization_enzyme_C
G_contig000075	22970.0	G_04169/soxC_4	intergenic_(+383/+70)	0	3	Sulfite_exporter_TauE/SafE/Dibenzothiophene_desulfurization_enzyme_C
G_contig000075	22992.0	G_04169/soxC_4	intergenic_(+405/+48)	0	3	Sulfite_exporter_TauE/SafE/Dibenzothiophene_desulfurization_enzyme_C
G_contig000084	252100.0	lgrD_2/G_04764	intergenic_(-381/-189)	0	1	Linear_gramicidin_synthase_subunit_D/hypothetical_protein
G_contig000084	252117.0	lgrD_2/G_04764	intergenic_(-398/-172)	0	1	Linear_gramicidin_synthase_subunit_D/hypothetical_protein
G_contig000084	252118.0	lgrD_2/G_04764	intergenic_(-399/-171)	0	1	Linear_gramicidin_synthase_subunit_D/hypothetical_protein
G_contig000084	252863.0	G_04764	575	1	3	hypothetical_protein
G_contig000084	252865.0	G_04764	577	1	3	hypothetical_protein
G_contig000018	62080.0	G_02983/-	intergenic_(+80/-)	0	3	Aspartyl/Asparaginyl_beta-hydroxylase/-
G_contig000018	62103.0	G_02983/-	intergenic_(+103/-)	0	3	Aspartyl/Asparaginyl_beta-hydroxylase/-
G_contig000018	62109.0	G_02983/-	intergenic_(+109/-)	0	3	Aspartyl/Asparaginyl_beta-hydroxylase/-
G_contig000018	62132.0	G_02983/-	intergenic_(+132/-)	0	3	Aspartyl/Asparaginyl_beta-hydroxylase/-
G_contig000018	62188.0	G_02983/-	intergenic_(+188/-)	0	4	Aspartyl/Asparaginyl_beta-hydroxylase/-
G_contig000018	62189.0	G_02983/-	intergenic_(+189/-)	0	4	Aspartyl/Asparaginyl_beta-hydroxylase/-
G_contig000018	62190.0	G_02983/-	intergenic_(+190/-)	0	4	Aspartyl/Asparaginyl_beta-hydroxylase/-
G_contig000018	62193.0	G_02983/-	intergenic_(+193/-)	0	4	Aspartyl/Asparaginyl_beta-hydroxylase/-
G_contig000018	62194.0	G_02983/-	intergenic_(+194/-)	0	4	Aspartyl/Asparaginyl_beta-hydroxylase/-
G_contig000018	62195.0	G_02983/-	intergenic_(+195/-)	0	4	Aspartyl/Asparaginyl_beta-hydroxylase/-
G_contig000049	1873.0	G_03466	1020	0	2	hypothetical_protein
G_contig000049	1447.0	G_03466	1446	0	3	hypothetical_protein
G_contig000049	1609.0	G_03466	1284	0	3	hypothetical_protein
G_contig000049	1615.0	G_03466	1278	0	3	hypothetical_protein
G_contig000049	1166.0	G_03466	1727	0	5	hypothetical_protein
G_contig000049	1169.0	G_03466	1724	0	5	hypothetical_protein
G_contig000049	1195.0	G_03466	1698	0	5	hypothetical_protein
G_contig000049	1210.0	G_03466	1683	0	5	hypothetical_protein
G_contig000049	1214.0	G_03466	1679	0	5	hypothetical_protein
G_contig000049	1216.0	G_03466	1677	0	5	hypothetical_protein
G_contig000049	1228.0	G_03466	1665	0	5	hypothetical_protein
G_contig000049	1291.0	G_03466	1602	0	5	hypothetical_protein
G_contig000049	1294.0	G_03466	1599	0	5	hypothetical_protein
G_contig000049	1297.0	G_03466	1596	0	5	hypothetical_protein
G_contig000048	107.0	rhsC_2	71	0	3	Putative_deoxyribonuclease_RhsC
G_contig000048	606.0	rhsC_2	570	0	3	Putative_deoxyribonuclease_RhsC
G_contig000007	116170.0	rfbX	486	0	3	Putative_O-antigen_transporter
G_contig000007	115944.0	rfbX	712	1	1	Putative_O-antigen_transporter
G_contig000014	21231.0	soj_2	349	0	4	Sporulation_initiation_inhibitor_protein_Soj
G_contig000014	21118.0	soj_2	462	0	5	Sporulation_initiation_inhibitor_protein_Soj
G_contig000084	374480.0	xcpW/G_04848	intergenic_(+50/+115)	0	5	Type_II_secretion_system_protein_J_precursor/hypothetical_protein
G_contig000084	374481.0	xcpW/G_04848	intergenic_(+51/+114)	0	5	Type_II_secretion_system_protein_J_precursor/hypothetical_protein
G_contig000084	374488.0	xcpW/G_04848	intergenic_(+58/+107)	0	5	Type_II_secretion_system_protein_J_precursor/hypothetical_protein
G_contig000084	374490.0	xcpW/G_04848	intergenic_(+60/+105)	0	5	Type_II_secretion_system_protein_J_precursor/hypothetical_protein
G_contig000064	8694.0	ompB/G_03896	intergenic_(+261/+228)	0	3	Outer_membrane_protein_B_precursor/hypothetical_protein
G_contig000064	8699.0	ompB/G_03896	intergenic_(+266/+223)	0	3	Outer_membrane_protein_B_precursor/hypothetical_protein
G_contig000014	63072.0	flgK	1564	0	2	Flagellar_hook-associated_protein_1
G_contig000014	63955.0	flgK	681	0	4	Flagellar_hook-associated_protein_1
G_contig000014	62768.0	flgK	1868	2	3	Flagellar_hook-associated_protein_1
G_contig000007	241255.0	topA	1025	0	4	DNA_topoisomerase_1
G_contig000007	240873.0	topA	1407	2	2	DNA_topoisomerase_1
G_contig000007	8625.0	phnE/phnD	intergenic_(-76/+88)	0	4	Phosphate-import_permease_protein_PhnE/Phosphate-import_protein_PhnD_precursor
G_contig000007	8633.0	phnE/phnD	intergenic_(-84/+80)	0	4	Phosphate-import_permease_protein_PhnE/Phosphate-import_protein_PhnD_precursor
G_contig000007	8637.0	phnE/phnD	intergenic_(-88/+76)	0	4	Phosphate-import_permease_protein_PhnE/Phosphate-import_protein_PhnD_precursor
G_contig000084	205506.0	G_04726	3039	0	1	hypothetical_protein
G_contig000084	204387.0	G_04726	1920	2	2	hypothetical_protein
G_contig000002	92591.0	dauA_2/aroE_1	intergenic_(+45/+70)	0	3	C4-dicarboxylic_acid_transporter_DauA/Shikimate_dehydrogenase
G_contig000002	92592.0	dauA_2/aroE_1	intergenic_(+46/+69)	0	3	C4-dicarboxylic_acid_transporter_DauA/Shikimate_dehydrogenase
G_contig000002	92598.0	dauA_2/aroE_1	intergenic_(+52/+63)	0	3	C4-dicarboxylic_acid_transporter_DauA/Shikimate_dehydrogenase
G_contig000002	92624.0	dauA_2/aroE_1	intergenic_(+78/+37)	0	3	C4-dicarboxylic_acid_transporter_DauA/Shikimate_dehydrogenase
G_contig000058	136632.0	G_03608/nudK	intergenic_(+147/+1480)	0	2	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136718.0	G_03608/nudK	intergenic_(+233/+1394)	0	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136720.0	G_03608/nudK	intergenic_(+235/+1392)	0	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136721.0	G_03608/nudK	intergenic_(+236/+1391)	0	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136722.0	G_03608/nudK	intergenic_(+237/+1390)	0	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136723.0	G_03608/nudK	intergenic_(+238/+1389)	0	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136724.0	G_03608/nudK	intergenic_(+239/+1388)	0	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136725.0	G_03608/nudK	intergenic_(+240/+1387)	0	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	137070.0	G_03608/nudK	intergenic_(+585/+1042)	0	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	137071.0	G_03608/nudK	intergenic_(+586/+1041)	0	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	137781.0	G_03608/nudK	intergenic_(+1296/+331)	0	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136718.0	G_03608/nudK	intergenic_(+233/+1394)	0	5	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	137691.0	G_03608/nudK	intergenic_(+1206/+421)	0	5	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	137696.0	G_03608/nudK	intergenic_(+1211/+416)	0	5	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	137709.0	G_03608/nudK	intergenic_(+1224/+403)	0	5	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	137732.0	G_03608/nudK	intergenic_(+1247/+380)	0	5	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	137739.0	G_03608/nudK	intergenic_(+1254/+373)	0	5	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
